,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
3672,Hyundai,2007,120000,120000,Petrol,Individual,Manual,First Owner,17.8,1086.0,63.0,5.0
3674,Maruti,2007,125000,120000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0
3675,Maruti,2007,150000,35000,Petrol,Individual,Manual,First Owner,18.2,1061.0,64.0,5.0
3676,Maruti,2018,310000,13000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
3677,Maruti,2015,625000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
3678,Hyundai,2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
3679,Hyundai,2016,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0
3681,Toyota,2019,700000,5000,Petrol,Individual,Manual,First Owner,23.87,1197.0,88.5,5.0
3683,Hyundai,2014,350000,80000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0
3685,Maruti,2008,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061.0,64.0,5.0
3686,Hyundai,2008,120000,93331,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0
3688,Nissan,2015,750000,70000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0
3690,Hyundai,2006,120000,90000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0
3692,Maruti,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0
3695,Toyota,2015,570000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0
3696,Hyundai,2012,180000,120000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
3698,Skoda,2006,280000,150000,Diesel,Individual,Manual,Third Owner,18.7,1896.0,66.0,5.0
3699,Tata,2005,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405.0,70.0,5.0
3703,Ford,2015,685000,109000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0
3704,Maruti,2015,565000,114000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,73.94,5.0
3706,Hyundai,2014,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5.0
3707,Hyundai,2013,425000,101000,Diesel,Dealer,Manual,First Owner,21.9,1396.0,88.76,5.0
3710,Renault,2018,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,5.0
3711,Renault,2018,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,5.0
3712,Maruti,2016,434999,55000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0
3717,Maruti,2015,425000,75000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0
3719,Ford,2013,325000,158000,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5.0
3720,Tata,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5.0
3723,Volkswagen,2020,808000,5000,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,5.0
3724,Maruti,2014,550000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0
3725,Maruti,2010,215000,64000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
3726,Ford,2016,512000,10500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
3727,Maruti,2011,215000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
3728,Skoda,2012,500000,60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0
3729,Skoda,2015,700000,35000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0
3732,Maruti,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
3733,Maruti,2017,395000,25000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0
3734,Hyundai,2017,675000,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
3735,Hyundai,2008,140000,80000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0
3737,Maruti,2014,300000,10000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
3738,Chevrolet,2013,355000,68000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0
3739,Maruti,2015,180000,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0
3740,Tata,2007,125000,50000,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5.0
3741,Maruti,2018,810000,29700,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0
3742,Hyundai,2018,671000,20000,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5.0
3743,Maruti,2018,295000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
3745,Maruti,2013,409999,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0
3748,Maruti,2012,220000,60000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0
3749,Maruti,2013,550000,56000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
3753,Renault,2014,400000,123000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0
3754,Maruti,2009,155000,54000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
3755,Tata,2013,250000,50000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0
3756,Hyundai,2014,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0
3757,Datsun,2019,500000,10000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0
3758,Hyundai,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0
3759,Ford,2018,900000,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0
3762,Maruti,2018,800000,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
3763,Hyundai,2015,575000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
3764,Ford,2016,550000,40000,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,5.0
3765,Maruti,2011,190000,80000,Petrol,Individual,Manual,Third Owner,15.5,1586.0,103.3,5.0
3766,Ford,2017,750000,37000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0
3767,Maruti,2018,625000,22000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0
3768,Hyundai,2018,799000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0
3769,Maruti,2013,300000,57000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
3770,Maruti,2017,850000,27000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0
3771,Chevrolet,2012,130000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0
3772,Maruti,2011,229999,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0
3773,Maruti,2015,400000,60000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
3776,Hyundai,2015,250999,43000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
3777,Tata,2011,250000,110000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,5.0
3778,Fiat,2009,100000,100000,Petrol,Individual,Manual,Second Owner,15.7,1172.0,67.0,5.0
3779,Maruti,2016,450000,64000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0
3780,Renault,2017,575000,96000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0
3781,Renault,2013,400000,96000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5.0
3782,Maruti,2019,480000,7600,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0
3783,Maruti,2019,490000,7000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0
3784,Tata,2007,150000,120000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0
3785,Tata,2017,600000,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0
3786,Hyundai,2015,500000,50000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0
3787,Tata,2015,425000,80000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5.0
3790,Maruti,2015,360000,34000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
3791,Volkswagen,2012,290000,80000,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,5.0
3792,Maruti,2003,70000,20000,Diesel,Individual,Manual,First Owner,15.9,1527.0,57.0,5.0
3795,Ford,2011,215000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0
3797,Hyundai,2007,190000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0
3799,Honda,2018,675000,24265,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0
3800,Maruti,2014,438999,81000,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5.0
3802,Maruti,2013,409999,35000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0
3803,Renault,2019,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
3804,Chevrolet,2012,135000,49000,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5.0
3806,Maruti,2014,520000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0
3807,Maruti,2010,315000,180000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0
3808,Maruti,2010,235000,50000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0
3809,Hyundai,2005,80500,50000,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0
3810,Maruti,2013,375000,88200,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0
3811,Maruti,2006,189000,93000,Petrol,Individual,Manual,Second Owner,16.1,1197.0,85.0,5.0
3812,Honda,2017,550000,120000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0
3813,Ford,2011,260000,110000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0
3814,Maruti,2015,300000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
3815,Honda,2010,350000,120000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0
3816,Maruti,2019,892000,10000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
3817,Fiat,2012,285000,70000,Diesel,Individual,Manual,Second Owner,20.3,1248.0,92.0,5.0
3818,Hyundai,2012,300000,60000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,5.0
3819,Maruti,2016,620000,90000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0
3820,Maruti,2017,750000,90000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
3821,Maruti,2016,270000,35000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
3822,Hyundai,2012,300000,40000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0
3823,Tata,2011,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0
3824,Maruti,2012,260000,99000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0
3825,Maruti,2019,600000,7500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0
3827,Hyundai,2016,300000,40800,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
3828,Tata,2015,300000,70000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
3829,Mahindra,2016,400000,100000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0
3830,Maruti,2016,550000,8588,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0
3831,Honda,2019,1200000,40000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0
3832,Ford,2015,500000,60000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0
3833,Maruti,2005,93000,80000,Petrol,Individual,Manual,Third Owner,15.9,1298.0,85.0,5.0
3834,Honda,2014,500000,110000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0
3835,Toyota,2018,670000,150000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0
3837,Maruti,2017,370000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
3839,Hyundai,2016,425000,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
3843,Mahindra,2018,750000,22000,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5.0
3845,Honda,2017,700000,70000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0
3846,Hyundai,2016,480000,56000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0
3847,Tata,2016,475000,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0
3848,Skoda,2015,610000,120000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0
3850,Honda,2017,800000,70000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0
3852,Tata,2014,160000,90000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0
3853,Maruti,2018,1000000,70000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0
3855,Honda,2017,590000,70000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0
3856,Maruti,2002,140000,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0
3859,Maruti,2015,550000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
3860,Maruti,2012,240000,90000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0
3862,Honda,2017,670000,50000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0
3863,Maruti,2015,550000,110000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
3864,Maruti,2015,400000,30000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
3867,Hyundai,2016,725000,100000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0
3868,Honda,2015,525000,120000,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5.0
3869,Maruti,2011,204999,85000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0
3870,Skoda,2012,190000,110000,Diesel,Individual,Manual,First Owner,21.0,1199.0,75.0,5.0
3871,Hyundai,2015,310000,60000,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120.0,70.0,5.0
3872,Hyundai,2016,380000,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0
3873,Maruti,2012,204000,110000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0
3874,Hyundai,2018,350000,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0
3875,Volkswagen,2013,350000,100000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0
3876,Ford,2012,175000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0
3877,Volkswagen,2011,340000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0
3878,Honda,2017,950000,35000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0
3879,Honda,2017,894999,35000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0
3881,Tata,2005,100000,90000,Petrol,Individual,Manual,Second Owner,12.8,1396.0,85.0,5.0
3882,Maruti,2016,550000,76000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
3883,Tata,2004,100000,60000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5.0
3888,Maruti,2009,190000,160000,Petrol,Individual,Manual,Third Owner,17.5,1197.0,85.8,5.0
3889,Maruti,2019,694000,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
3891,Honda,2017,650000,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0
3892,Maruti,2011,310000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
3893,Maruti,2013,360000,97000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0
3894,Maruti,2011,240000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
3897,Maruti,2007,100000,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
3898,Maruti,2009,200000,110000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0
3901,Maruti,2014,450000,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
3902,Maruti,2017,800000,51146,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
3903,Maruti,2011,215000,40000,Petrol,Individual,Manual,First Owner,21.1,1197.0,85.8,5.0
3904,Maruti,2017,760000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
3905,Volkswagen,2015,416000,80000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0
3906,Maruti,2011,195000,120000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
3907,Maruti,2017,325000,23000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
3908,Maruti,2010,145000,70000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0
3909,Maruti,2018,675000,23000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0
3910,Maruti,2016,340000,30000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
3911,Tata,2011,340000,50000,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,5.0
3913,Maruti,2015,300000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
3915,Tata,2011,350000,80000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0
3916,Tata,2010,170000,150000,Diesel,Individual,Manual,Third Owner,21.12,1248.0,88.8,5.0
3917,Maruti,2018,600000,40000,Petrol,Individual,Manual,First Owner,19.0,1197.0,85.8,5.0
3918,Honda,2010,800000,25000,Petrol,Individual,Automatic,First Owner,16.8,1497.0,118.0,5.0
3923,Maruti,2018,900000,50000,Diesel,Individual,Automatic,Second Owner,24.3,1248.0,88.5,5.0
3924,Maruti,2010,310000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
3926,Maruti,2008,270000,149000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
3927,Hyundai,2019,509999,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0
3928,Tata,2013,225000,70000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0
3929,Hyundai,2015,280000,55000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
3930,Tata,2016,490000,100000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0
3934,Hyundai,2015,590000,70000,Petrol,Individual,Manual,Third Owner,17.19,1197.0,81.86,5.0
3936,Ford,2015,600000,40000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0
3940,Volkswagen,2019,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5.0
3941,Maruti,2018,690000,52200,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5.0
3942,Hyundai,2016,409999,78000,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0
3945,Hyundai,2017,525000,29000,Diesel,Dealer,Manual,Second Owner,24.0,1186.0,73.97,5.0
3952,Maruti,2018,975000,36000,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0
3953,Maruti,2016,355000,60000,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0
3955,Maruti,2015,265000,48000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5.0
3956,Volkswagen,2018,650000,40000,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5.0
3957,Maruti,2017,720000,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0
3959,Maruti,2015,290000,42000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
3962,Maruti,2011,300000,90000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0
3963,Renault,2012,225000,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.12,5.0
3964,Maruti,2009,240000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
3966,Maruti,2014,470000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0
3967,Hyundai,2016,800000,80000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0
3968,Renault,2012,450000,90000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0
3969,Tata,2007,90000,90000,Diesel,Individual,Manual,Third Owner,17.2,1396.0,53.5,5.0
3970,Toyota,2010,450000,120000,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,5.0
3977,Maruti,2009,360000,100000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0
3978,Hyundai,2010,320000,70000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0
3983,Tata,2014,210000,35000,Petrol,Individual,Manual,Second Owner,16.7,1172.0,64.1,5.0
3986,Maruti,2002,120000,60000,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58.0,5.0
3987,Mahindra,2016,750000,100000,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,5.0
3988,Hyundai,2016,550000,57882,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
3992,Datsun,2018,400000,10000,Petrol,Individual,Manual,First Owner,19.83,1198.0,67.0,5.0
3993,Maruti,2015,290000,30000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0
3994,Tata,2012,150000,90000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0
3996,Hyundai,2019,500000,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0
3997,Tata,2013,250000,50000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.8,5.0
3998,Tata,2013,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0
4001,Maruti,2017,875000,30000,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.02,5.0
4002,Hyundai,2019,785000,9000,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0
4003,Honda,2017,819999,30000,Petrol,Dealer,Manual,First Owner,17.5,1199.0,88.7,5.0
4006,Honda,2017,885000,39000,Diesel,Dealer,Manual,First Owner,25.5,1498.0,98.6,5.0
4007,Ford,2015,680000,64000,Petrol,Dealer,Automatic,First Owner,16.05,1499.0,110.4,5.0
4008,Ford,2017,960000,42000,Diesel,Dealer,Manual,First Owner,23.0,1498.0,98.96,5.0
4009,Honda,2012,385000,45000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0
4014,Maruti,2019,1025000,15000,Petrol,Dealer,Automatic,First Owner,20.28,1462.0,103.25,5.0
4015,Volkswagen,2016,675000,69000,Petrol,Dealer,Automatic,First Owner,17.2,1197.0,103.6,5.0
4016,Maruti,2017,700000,80000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0
4017,Ford,2016,780000,60000,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0
4020,Tata,2016,400000,100000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0
4022,Maruti,2009,85000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
4026,Renault,2018,260000,50000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
4027,Hyundai,2015,484999,55380,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0
4029,Volkswagen,2017,650000,18816,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0
4031,Honda,2017,925000,18000,Petrol,Dealer,Automatic,First Owner,15.6,1497.0,116.3,5.0
4032,Maruti,2017,810000,47747,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0
4034,Tata,2016,300000,60000,Diesel,Individual,Manual,Second Owner,17.88,1405.0,48.21,5.0
4035,Maruti,2004,120000,80000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0
4036,Hyundai,2015,490000,45900,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0
4037,Honda,2013,425000,70000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0
4038,Maruti,2011,155000,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
4040,Maruti,2010,132000,105000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
4041,Hyundai,2018,750000,30000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0
4042,Maruti,2011,225000,20000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
4043,Hyundai,2011,240000,80000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
4044,Maruti,2004,33351,90000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0
4045,Chevrolet,2010,80000,80000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0
4048,Hyundai,2016,380000,80000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0
4050,Maruti,2014,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
4051,Maruti,2011,325000,70000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0
4054,Ford,2018,950000,80000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0
4055,Maruti,2013,300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9,1248.0,74.0,5.0
4056,Mahindra,2017,530000,59000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0
4059,Renault,2016,240000,45000,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5.0
4060,Maruti,2010,220000,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0
4061,Maruti,2008,110000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061.0,67.0,5.0
4062,Maruti,2016,850000,100000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
4064,Maruti,2018,950000,25000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0
4065,Hyundai,2013,200000,68697,Petrol,Individual,Manual,Third Owner,21.1,814.0,55.2,5.0
4066,Maruti,2017,660000,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
4067,Honda,2013,420000,40000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0
4068,Tata,2010,150000,29000,Petrol,Individual,Manual,First Owner,16.5,1172.0,65.0,5.0
4069,Chevrolet,2013,175000,68000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0
4070,Honda,2018,750000,15000,Petrol,Individual,Automatic,First Owner,18.1,1199.0,88.7,5.0
4071,Maruti,2014,425000,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0
4072,Toyota,2015,790000,126000,Diesel,Individual,Manual,Third Owner,21.43,1364.0,87.2,5.0
4075,Toyota,2015,780000,129000,Diesel,Individual,Manual,Third Owner,21.43,1364.0,87.2,5.0
4076,Hyundai,2010,180000,55000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0
4077,Ford,2019,869999,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0
